id,title,release_date,vote_average,vote_count,popularity,runtime,budget,revenue,original_language,genres,director,actor_principal,grupo
238713,Spy,2015-05-06,6.832,6424,6.0013,120,65000000,235666219,en,"Action, Comedy, Crime",Paul Feig,Melissa McCarthy,regular
260514,Cars 3,2017-06-15,6.862,6423,14.0035,102,175000000,383925276,en,"Animation, Drama, Family",Brian Fee,Owen Wilson,regular
3049,Ace Ventura: Pet Detective,1994-02-04,6.582,6421,6.0799,86,15000000,107217396,en,"Comedy, Crime, Mystery",Tom Shadyac,Jim Carrey,regular
8077,Alien³,1992-05-22,6.4,6407,6.6831,114,50000000,159773545,en,"Science Fiction, Action, Horror",David Fincher,Sigourney Weaver,regular
82654,Warm Bodies,2013-01-31,6.473,6402,4.0659,98,35000000,117000000,en,"Horror, Comedy, Romance",Jonathan Levine,Nicholas Hoult,regular
302699,Central Intelligence,2016-06-15,6.414,6381,6.301,107,50000000,216972543,en,"Action, Comedy",Rawson Marshall Thurber,Dwayne Johnson,regular
401981,Red Sparrow,2018-02-28,6.534,6377,6.917,140,69000000,151572634,en,"Thriller, Mystery",Francis Lawrence,Jennifer Lawrence,regular
1571,Live Free or Die Hard,2007-06-20,6.645,6374,6.3346,128,110000000,383531464,en,"Action, Thriller",Len Wiseman,Bruce Willis,regular
2675,Signs,2002-08-02,6.717,6343,9.8215,106,72000000,408200000,en,"Thriller, Science Fiction, Horror",M. Night Shyamalan,Mel Gibson,regular
445571,Game Night,2018-02-15,6.8,6326,7.0712,100,37000000,117501013,en,"Mystery, Comedy, Crime",John Francis Daley,Jason Bateman,regular
39513,Paul,2011-02-14,6.743,6317,6.5526,104,40000000,98000000,en,"Adventure, Comedy, Science Fiction",Greg Mottola,Simon Pegg,regular
1927,Hulk,2003-06-19,5.584,6303,9.5802,138,137000000,245360480,en,"Science Fiction, Adventure, Action",Ang Lee,Eric Bana,regular
338967,Zombieland: Double Tap,2019-10-09,6.895,6297,4.9452,99,42000000,122810399,en,"Horror, Comedy",Ruben Fleischer,Woody Harrelson,regular
80274,Ender's Game,2013-10-24,6.593,6279,5.5326,114,110000000,125537191,en,"Science Fiction, Action, Adventure",Gavin Hood,Asa Butterfield,regular
228967,The Interview,2014-12-25,6.185,6265,7.7478,112,44000000,12342632,en,"Action, Comedy",Evan Goldberg,James Franco,regular
8247,Jumper,2008-02-13,6.165,6265,5.12,88,85000000,222231186,en,"Action, Adventure, Science Fiction",Doug Liman,Hayden Christensen,regular
8488,Hitch,2005-02-11,6.584,6260,5.355,118,70000000,371600000,en,"Comedy, Drama, Romance",Andy Tennant,Will Smith,regular
1624,Liar Liar,1997-03-21,6.715,6259,6.2808,86,45000000,302710615,en,"Comedy, Fantasy",Tom Shadyac,Jim Carrey,regular
181533,Night at the Museum: Secret of the Tomb,2014-12-17,6.224,6245,10.1279,98,127000000,363204635,en,"Adventure, Comedy, Fantasy, Family",Shawn Levy,Ben Stiller,regular
324668,Jason Bourne,2016-07-27,6.381,6241,7.7973,123,120000000,415484914,en,"Action, Adventure, Thriller",Paul Greengrass,Matt Damon,regular
57201,The Lone Ranger,2013-07-03,6.125,6179,5.7252,149,215000000,260502115,en,"Action, Adventure, Western",Gore Verbinski,Johnny Depp,regular
260346,Taken 3,2014-12-16,6.267,6171,9.3236,109,48000000,325800000,en,"Thriller, Action",Olivier Megaton,Liam Neeson,regular
49040,The Bourne Legacy,2012-08-08,6.25,6158,5.5473,135,130000000,276600000,en,"Action, Thriller",Tony Gilroy,Jeremy Renner,regular
159824,Hotel Transylvania 2,2015-09-21,6.764,6146,6.9253,89,80000000,473200000,en,"Animation, Comedy, Family, Fantasy",Genndy Tartakovsky,Adam Sandler,regular
50546,Just Go with It,2011-02-10,6.709,6146,8.8248,117,80000000,214945591,en,"Comedy, Romance",Dennis Dugan,Adam Sandler,regular
49529,John Carter,2012-03-07,6.4,6142,7.7437,132,263700000,284100000,en,"Action, Adventure, Science Fiction",Andrew Stanton,Taylor Kitsch,regular
10530,Pocahontas,1995-06-16,6.914,6090,6.6052,81,55000000,346079773,en,"Adventure, Animation, Family, Romance",Mike Gabriel,Irene Bedard,regular
274857,King Arthur: Legend of the Sword,2017-05-10,6.6,6078,10.153,126,175000000,149175066,en,"Action, Drama, Fantasy",Guy Ritchie,Charlie Hunnam,regular
82507,Sinister,2012-10-04,6.874,6065,8.3069,110,3000000,82515113,en,"Horror, Thriller, Mystery",Scott Derrickson,Ethan Hawke,regular
346685,The Girl on the Train,2016-10-05,6.44,6056,4.4532,112,45000000,173200000,en,"Crime, Mystery, Thriller",Tate Taylor,Emily Blunt,regular
9654,The Italian Job,2003-05-30,6.793,6055,6.7629,110,60000000,176070171,en,"Action, Crime",F. Gary Gray,Mark Wahlberg,regular
299687,The 5th Wave,2016-01-14,5.937,6047,5.8681,112,38000000,109906372,en,"Science Fiction, Adventure, Action",J Blakeson,Chloë Grace Moretz,regular
105864,The Good Dinosaur,2015-11-14,6.748,6040,10.6835,93,175000000,332207671,en,"Adventure, Animation, Family",Peter Sohn,Frances McDormand,regular
345887,The Equalizer 2,2018-07-19,6.792,6019,8.8004,121,62000000,190400157,en,"Action, Thriller, Crime",Antoine Fuqua,Denzel Washington,regular
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,6.788,6011,4.5556,84,18000000,262552893,en,Comedy,Larry Charles,Sacha Baron Cohen,regular
396422,Annabelle: Creation,2017-08-03,6.609,6008,7.4344,110,15000000,306592201,en,Horror,David F. Sandberg,Stephanie Sigman,regular
44833,Battleship,2012-04-11,5.905,5991,8.9283,131,209000000,303025485,en,"Thriller, Action, Adventure, Science Fiction",Peter Berg,Taylor Kitsch,regular
400106,Bright,2017-12-22,6.161,5988,3.7363,117,90000000,0,en,"Fantasy, Action, Thriller",David Ayer,Will Smith,regular
8961,Bad Boys II,2003-07-18,6.656,5982,8.3369,146,130000000,273339556,en,"Action, Crime, Comedy",Michael Bay,Martin Lawrence,regular
27576,Salt,2010-07-21,6.419,5957,13.1619,100,110000000,293329073,en,"Action, Mystery, Thriller",Phillip Noyce,Angelina Jolie,regular
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,6.442,5921,7.5511,113,155000000,415686217,en,"Adventure, Family, Fantasy",Michael Apted,Georgie Henley,regular
107985,The World's End,2013-07-18,6.8,5915,3.3854,109,20000000,46100000,en,"Comedy, Action, Science Fiction",Edgar Wright,Simon Pegg,regular
1635,The Island,2005-07-21,6.699,5907,6.6718,136,126000000,162949164,en,"Action, Thriller, Science Fiction",Michael Bay,Ewan McGregor,regular
215,Saw II,2005-10-28,6.608,5906,8.5291,93,4000000,152925093,en,Horror,Darren Lynn Bousman,Tobin Bell,regular
75,Mars Attacks!,1996-12-13,6.423,5901,9.3233,106,70000000,101371017,en,"Comedy, Fantasy, Science Fiction",Tim Burton,Jack Nicholson,regular
64635,Total Recall,2012-08-02,6.034,5894,7.5256,118,125000000,198800000,en,"Action, Science Fiction, Thriller",Len Wiseman,Colin Farrell,regular
5876,The Mist,2007-11-21,6.944,5884,8.9156,126,18000000,57470220,en,"Horror, Science Fiction, Thriller",Frank Darabont,Thomas Jane,regular
640146,Ant-Man and the Wasp: Quantumania,2023-02-15,6.228,5880,8.6721,125,326600000,476071180,en,"Action, Adventure, Science Fiction",Peyton Reed,Paul Rudd,regular
97020,RoboCop,2014-01-30,5.888,5877,7.0049,118,120000000,242688965,en,"Action, Science Fiction, Thriller",José Padilha,Joel Kinnaman,regular
13811,Knowing,2009-03-19,6.264,5856,6.8915,121,50000000,155446362,en,"Action, Mystery, Science Fiction, Thriller",Alex Proyas,Nicolas Cage,regular
17578,The Adventures of Tintin,2011-10-24,6.924,5851,7.8662,107,130000000,373993951,en,"Adventure, Animation, Mystery",Steven Spielberg,Jamie Bell,regular
4108,The Transporter,2002-10-02,6.727,5850,7.1687,92,21000000,43900000,en,"Action, Crime, Thriller",Corey Yuen,Jason Statham,regular
41733,Due Date,2010-11-03,6.397,5848,4.4616,95,65000000,211800000,en,"Comedy, Drama",Todd Phillips,Robert Downey Jr.,regular
157353,Transcendence,2014-04-16,6.075,5827,3.7695,119,100000000,103039258,en,"Thriller, Science Fiction, Drama, Mystery",Wally Pfister,Johnny Depp,regular
72559,G.I. Joe: Retaliation,2013-03-27,5.7,5797,8.1969,110,130000000,371900000,en,"Action, Science Fiction, Adventure, Thriller",Jon M. Chu,Dwayne Johnson,regular
37710,The Tourist,2010-12-08,6.183,5772,4.3677,103,100000000,278731369,en,"Action, Thriller, Romance",Florian Henckel von Donnersmarck,Johnny Depp,regular
225574,Non-Stop,2014-02-26,6.812,5768,4.5965,107,50000000,222809600,en,"Action, Thriller, Mystery",Jaume Collet-Serra,Liam Neeson,regular
879,Hook,1991-04-10,6.845,5767,8.6926,142,70000000,300854823,en,"Adventure, Fantasy, Comedy, Family",Steven Spielberg,Dustin Hoffman,regular
76726,Chronicle,2012-02-01,6.856,5759,7.9489,84,15000000,145000000,en,"Science Fiction, Drama, Thriller",Josh Trank,Dane DeHaan,regular
4523,Enchanted,2007-11-20,6.844,5728,6.5902,107,85000000,340487652,en,"Comedy, Family, Fantasy, Romance",Kevin Lima,Amy Adams,regular
290859,Terminator: Dark Fate,2019-10-23,6.421,5707,8.1892,128,185000000,261119292,en,"Science Fiction, Action, Adventure, Thriller",Tim Miller,Linda Hamilton,regular
21208,Orphan,2009-07-24,6.99,5659,6.8966,123,20000000,77912251,en,"Horror, Thriller",Jaume Collet-Serra,Vera Farmiga,regular
1991,Death Proof,2007-05-22,6.839,5658,7.0439,113,25000000,31126421,en,"Action, Thriller",Quentin Tarantino,Kurt Russell,regular
11253,Hellboy II: The Golden Army,2008-07-11,6.771,5633,4.6328,120,85000000,160388063,en,"Fantasy, Action",Guillermo del Toro,Ron Perlman,regular
1562,28 Weeks Later,2007-04-26,6.605,5621,6.9587,99,15000000,72304846,en,"Horror, Thriller, Science Fiction",Juan Carlos Fresnadillo,Robert Carlyle,regular
107846,Escape Plan,2013-10-09,6.719,5618,7.0514,115,50000000,137328301,en,"Action, Thriller",Mikael Håfström,Sylvester Stallone,regular
414,Batman Forever,1995-06-16,5.456,5615,6.606,121,100000000,336529144,en,"Action, Crime, Fantasy",Joel Schumacher,Val Kilmer,regular
8078,Alien Resurrection,1997-11-12,6.168,5591,8.1725,109,70000000,162000000,en,"Science Fiction, Horror, Action",Jean-Pierre Jeunet,Sigourney Weaver,regular
6637,National Treasure: Book of Secrets,2007-12-19,6.379,5576,6.9073,124,130000000,459200000,en,"Action, Adventure, Mystery",Jon Turteltaub,Nicolas Cage,regular
311324,The Great Wall,2016-12-16,6.032,5567,7.3766,103,150000000,331957105,en,"Action, Adventure, Fantasy",Zhang Yimou,Matt Damon,regular
49049,Dredd,2012-09-07,6.864,5564,5.3311,96,50000000,41037742,en,"Action, Science Fiction",Pete Travis,Karl Urban,regular
10096,13 Going on 30,2004-04-13,6.8,5561,5.3622,98,37000000,96458118,en,"Comedy, Fantasy, Romance",Gary Winick,Jennifer Garner,regular
353491,The Dark Tower,2017-08-03,5.792,5547,5.9424,95,60000000,113231078,en,"Fantasy, Action, Science Fiction",Nikolaj Arcel,Idris Elba,regular
254470,Pitch Perfect 2,2015-05-07,6.839,5533,6.5078,115,29000000,287144079,en,"Comedy, Music",Elizabeth Banks,Anna Kendrick,regular
634,Bridget Jones's Diary,2001-04-13,6.742,5525,4.4576,97,25000000,281929795,en,"Comedy, Romance, Drama",Sharon Maguire,Renée Zellweger,regular
316727,The Purge: Election Year,2016-06-29,6.38,5520,5.5617,109,10000000,118587880,en,"Action, Horror, Thriller",James DeMonaco,Elizabeth Mitchell,regular
308266,War Dogs,2016-08-18,6.943,5512,8.9936,114,50000000,86234523,en,"Comedy, Crime, Drama",Todd Phillips,Miles Teller,regular
10882,Sleeping Beauty,1959-02-17,6.946,5497,9.769,75,6000000,51600000,en,"Fantasy, Animation, Romance, Family",Clyde Geronimi,Mary Costa,regular
9480,Daredevil,2003-02-14,5.299,5492,6.3956,103,78000000,179179718,en,"Fantasy, Action",Mark Steven Johnson,Ben Affleck,regular
453405,Gemini Man,2019-10-02,6.262,5485,5.2344,117,140000000,173469516,en,"Science Fiction, Action, Adventure, Thriller, Drama",Ang Lee,Will Smith,regular
9836,Happy Feet,2006-11-16,6.23,5484,6.309,108,100000000,384335608,en,"Animation, Comedy, Family",George Miller,Elijah Wood,regular
2667,The Blair Witch Project,1999-07-14,6.367,5482,9.125,81,60000,248639099,en,"Horror, Mystery",Daniel Myrick,Heather Donahue,regular
49849,Cowboys & Aliens,2011-07-29,5.684,5470,8.6523,119,163000000,174822325,en,"Action, Science Fiction, Thriller, Western",Jon Favreau,Daniel Craig,regular
23827,Paranormal Activity,2007-09-14,6.051,5465,4.6485,86,15000,193355800,en,"Horror, Mystery",Oren Peli,Katie Featherston,regular
16996,17 Again,2009-03-11,6.321,5444,6.2978,102,20000000,136300000,en,"Comedy, Fantasy",Burr Steers,Zac Efron,regular
4547,Panic Room,2002-03-29,6.793,5444,5.8137,111,48000000,197100000,en,"Crime, Drama, Thriller",David Fincher,Jodie Foster,regular
7443,Chicken Run,2000-06-23,6.847,5429,7.6272,84,45000000,224834564,en,"Animation, Comedy, Family",Peter Lord,Julia Sawalha,regular
76285,Percy Jackson: Sea of Monsters,2013-08-07,6.028,5387,3.4004,106,90000000,199850315,en,"Adventure, Family, Fantasy",Thor Freudenthal,Logan Lerman,regular
479455,Men in Black: International,2019-06-12,5.895,5385,5.8556,115,110000000,253890701,en,"Comedy, Science Fiction, Action, Adventure",F. Gary Gray,Chris Hemsworth,regular
544,There's Something About Mary,1998-07-15,6.631,5384,6.276,120,23000000,369900000,en,"Romance, Comedy",Peter Farrelly,Cameron Diaz,regular
504172,The Mule,2018-12-14,6.867,5382,4.8985,116,50000000,174800000,en,"Crime, Drama",Clint Eastwood,Clint Eastwood,regular
343611,Jack Reacher: Never Go Back,2016-10-19,6.025,5374,7.9539,118,60000000,162100000,en,"Action, Thriller, Drama, Crime",Edward Zwick,Tom Cruise,regular
268896,Pacific Rim: Uprising,2018-03-21,6.125,5373,8.4281,111,150000000,290061297,en,"Action, Fantasy, Science Fiction, Adventure",Steven S. DeKnight,John Boyega,regular
138103,The Expendables 3,2014-08-07,6.204,5369,6.402,126,95000000,214657577,en,"Action, Adventure, Thriller",Patrick Hughes,Sylvester Stallone,regular
454,Romeo + Juliet,1996-11-01,6.779,5366,6.8528,120,14500000,147298761,en,"Drama, Romance",Baz Luhrmann,Leonardo DiCaprio,regular
447200,Skyscraper,2018-07-11,6.308,5364,3.9228,102,125000000,304870828,en,"Action, Thriller, Adventure",Rawson Marshall Thurber,Dwayne Johnson,regular
332567,The Shallows,2016-06-24,6.356,5348,9.6162,86,17000000,119100758,en,"Horror, Drama, Thriller",Jaume Collet-Serra,Blake Lively,regular
2770,American Pie 2,2001-08-10,6.259,5337,8.0123,111,30000000,287553595,en,"Comedy, Romance",J.B. Rogers,Jason Biggs,regular
320,Insomnia,2002-05-24,6.96,5336,6.0043,118,46000000,113714830,en,"Thriller, Crime, Drama",Christopher Nolan,Al Pacino,regular
7551,Déjà Vu,2006-11-22,6.889,5317,6.8493,126,75000000,180557550,en,"Action, Thriller, Science Fiction",Tony Scott,Denzel Washington,regular
11774,Lemony Snicket's A Series of Unfortunate Events,2004-12-16,6.823,5316,5.9692,108,140000000,209073645,en,"Adventure, Comedy, Family",Brad Silberling,Emily Browning,regular
5559,Bee Movie,2007-10-28,6.047,5308,8.0408,91,150000000,287594577,en,"Family, Animation, Adventure, Comedy",Simon J. Smith,Jerry Seinfeld,regular
27022,The Sorcerer's Apprentice,2010-07-13,6.144,5293,5.8474,109,150000000,215300000,en,"Fantasy, Adventure, Action",Jon Turteltaub,Nicolas Cage,regular
9880,The Princess Diaries,2001-08-03,6.962,5286,9.52,115,37000000,165335153,en,"Comedy, Family, Romance",Garry Marshall,Anne Hathaway,regular
338762,Bloodshot,2020-03-05,6.679,5271,4.3979,110,42000000,39861118,en,"Action, Science Fiction, Adventure",David S. F. Wilson,Vin Diesel,regular
201085,Crimson Peak,2015-10-13,6.658,5268,5.6398,119,55000000,74700000,en,"Horror, Mystery, Romance, Drama",Guillermo del Toro,Mia Wasikowska,regular
4944,Burn After Reading,2008-09-05,6.675,5264,3.8801,96,37000000,163700000,en,"Comedy, Drama",Ethan Coen,George Clooney,regular
81005,Jack the Giant Slayer,2013-02-27,5.893,5261,10.7598,114,195000000,197700000,en,"Fantasy, Action, Adventure, Drama",Bryan Singer,Nicholas Hoult,regular
253412,Everest,2015-09-10,6.826,5258,5.0344,121,55000000,203427584,en,"Adventure, Drama, History",Baltasar Kormákur,Jason Clarke,regular
431,Cube,1998-07-11,6.824,5254,4.2611,90,257899,8969065,en,"Thriller, Science Fiction, Mystery",Vincenzo Natali,Nicole De Boer,regular
36586,Blade II,2002-03-22,6.568,5242,8.6458,117,54000000,155010032,en,"Fantasy, Horror, Action, Thriller",Guillermo del Toro,Wesley Snipes,regular
4248,Scary Movie 2,2001-07-04,5.84,5238,22.1176,82,45000000,141220678,en,Comedy,Keenen Ivory Wayans,Anna Faris,regular
97367,The Place Beyond the Pines,2013-03-20,6.979,5224,3.8316,140,15000000,47135966,en,"Drama, Crime",Derek Cianfrance,Ryan Gosling,regular
9740,Hannibal,2001-02-08,6.777,5217,1.3668,131,87000000,351692268,en,"Crime, Drama, Thriller",Ridley Scott,Anthony Hopkins,regular
274855,Geostorm,2017-10-12,6.125,5206,6.3065,109,120000000,221600160,en,"Action, Science Fiction, Thriller",Dean Devlin,Gerard Butler,regular
298312,The Visit,2015-09-10,6.318,5202,5.6348,94,5000000,98450062,en,"Horror, Thriller",M. Night Shyamalan,Olivia DeJonge,regular
509967,6 Underground,2019-12-10,6.331,5198,6.1203,128,150000000,0,en,"Action, Comedy, Thriller",Michael Bay,Ryan Reynolds,regular
693,Meet the Fockers,2004-12-22,6.254,5193,5.9645,115,80000000,516642939,en,"Comedy, Romance",Jay Roach,Ben Stiller,regular
286565,Paper Towns,2015-06-18,6.153,5187,2.2668,109,12000000,85500000,en,"Mystery, Drama, Romance",Jake Schreier,Nat Wolff,regular
428078,Mortal Engines,2018-11-27,6.23,5185,5.5248,128,100000000,83869818,en,"Adventure, Science Fiction",Christian Rivers,Hera Hilmar,regular
88751,Journey to the Center of the Earth,2008-07-10,6.091,5177,7.74,93,45000000,101702060,en,"Action, Science Fiction, Adventure, Comedy, Family",Eric Brevig,Brendan Fraser,regular
346910,The Predator,2018-09-05,5.622,5168,7.5782,107,88000000,160542134,en,"Science Fiction, Action, Thriller",Shane Black,Boyd Holbrook,regular
267860,London Has Fallen,2016-03-02,6.225,5131,5.7649,99,60000000,205754447,en,"Action, Thriller",Babak Najafi,Gerard Butler,regular
338953,Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,6.6,5127,11.3703,142,200000000,407200000,en,"Fantasy, Adventure",David Yates,Eddie Redmayne,regular
117251,White House Down,2013-06-27,6.47,5125,4.6639,131,150000000,205366737,en,"Action, Drama, Thriller",Roland Emmerich,Channing Tatum,regular
23629,Sucker Punch,2011-03-24,6.201,5107,6.366,110,82000000,89792502,en,"Action, Fantasy, Thriller",Zack Snyder,Emily Browning,regular
476669,The King's Man,2021-12-22,6.713,5088,8.527,131,100000000,125897478,en,"Action, Adventure, Thriller",Matthew Vaughn,Ralph Fiennes,regular
424139,Halloween,2018-10-18,6.564,5077,6.6169,106,10000000,259939869,en,"Horror, Thriller",David Gordon Green,Jamie Lee Curtis,regular
522681,Escape Room,2019-01-03,6.543,5074,5.111,99,9000000,155712077,en,"Horror, Thriller, Mystery",Adam Robitel,Taylor Russell,regular
109428,Evil Dead,2013-04-05,6.608,5072,8.7468,91,17000000,99010045,en,Horror,Fede Álvarez,Jane Levy,regular
8065,21,2008-03-27,6.7,5063,4.6762,123,35000000,159808370,en,"Drama, Crime",Robert Luketic,Jim Sturgess,regular
290595,The Huntsman: Winter's War,2016-04-06,6.293,5062,4.7895,114,115000000,164989338,en,"Action, Adventure, Drama",Cedric Nicolas-Troyan,Chris Hemsworth,regular
298618,The Flash,2023-06-13,6.619,5038,13.9779,144,220000000,271333313,en,"Action, Science Fiction, Adventure",Andy Muschietti,Ezra Miller,regular
20662,Robin Hood,2010-05-12,6.398,5036,5.9827,140,200000000,321669741,en,"Action, Adventure, History, Drama",Ridley Scott,Russell Crowe,regular
34544,The A-Team,2010-06-09,6.422,5030,6.9018,117,110000000,177238796,en,"Action, Comedy, Crime",Joe Carnahan,Liam Neeson,regular
46529,I Am Number Four,2011-02-18,6.19,5022,4.8377,109,50000000,149900000,en,"Action, Thriller, Science Fiction, Adventure",D.J. Caruso,Alex Pettyfer,regular
41630,No Strings Attached,2011-01-21,6.294,5010,7.9443,107,25000000,149200000,en,"Comedy, Romance",Ivan Reitman,Natalie Portman,regular
337170,American Made,2017-08-18,6.899,5005,7.1234,115,50000000,133511855,en,"Comedy, Crime, Drama",Doug Liman,Tom Cruise,regular
395,AVP: Alien vs. Predator,2004-08-12,6.0,4992,6.1479,101,70000000,177427090,en,"Adventure, Science Fiction, Action, Horror",Paul W. S. Anderson,Sanaa Lathan,regular
15512,Monsters vs Aliens,2009-03-19,6.255,4993,10.6146,94,175000000,381509870,en,"Animation, Family, Adventure, Science Fiction",Rob Letterman,Reese Witherspoon,regular
9659,Mad Max,1979-04-12,6.684,4990,7.986,91,350000,100000000,en,"Action, Thriller, Science Fiction",George Miller,Mel Gibson,regular
696806,The Adam Project,2022-03-11,6.988,4976,5.6435,104,116000000,0,en,"Adventure, Science Fiction, Comedy",Shawn Levy,Ryan Reynolds,regular
52449,Bad Teacher,2011-05-16,5.612,4975,5.0503,92,20000000,216197492,en,Comedy,Jake Kasdan,Cameron Diaz,regular
214,Saw III,2006-10-26,6.42,4965,4.9414,108,10000000,164874275,en,"Horror, Thriller, Crime",Darren Lynn Bousman,Tobin Bell,regular
9398,Zoolander,2001-09-28,6.228,4953,4.3203,89,28000000,60780981,en,Comedy,Ben Stiller,Ben Stiller,regular
38050,The Adjustment Bureau,2011-03-03,6.785,4950,6.9485,106,50200000,127900000,en,"Science Fiction, Thriller, Romance",George Nolfi,Matt Damon,regular
8839,Casper,1995-05-26,6.34,4947,6.0518,100,50000000,287928194,en,"Fantasy, Comedy, Family",Brad Silberling,Christina Ricci,regular
14869,G.I. Joe: The Rise of Cobra,2009-08-03,5.785,4945,9.0407,118,175000000,302500000,en,"Adventure, Action, Thriller, Science Fiction",Stephen Sommers,Adewale Akinnuoye-Agbaje,regular
762504,Nope,2022-07-20,6.825,4940,8.0231,130,68000000,171932082,en,"Horror, Science Fiction",Jordan Peele,Daniel Kaluuya,regular
9928,Robots,2005-03-10,6.487,4939,8.5833,90,75000000,262511490,en,"Animation, Comedy, Family, Science Fiction",Chris Wedge,Ewan McGregor,regular
588,Silent Hill,2006-04-21,6.637,4939,8.3891,125,50000000,100605135,en,"Horror, Mystery",Christophe Gans,Radha Mitchell,regular
7451,xXx,2002-08-09,5.988,4939,22.1203,124,70000000,277448382,en,"Action, Adventure, Thriller, Crime, Drama",Rob Cohen,Vin Diesel,regular
296524,Deepwater Horizon,2016-09-28,6.9,4933,5.6031,107,110000000,121790376,en,"Drama, Action",Peter Berg,Mark Wahlberg,regular
37834,Knight and Day,2010-06-15,6.232,4922,5.4796,109,117000000,261989769,en,"Action, Comedy",James Mangold,Tom Cruise,regular
17979,A Christmas Carol,2009-11-04,6.907,4923,4.5976,96,200000000,325286646,en,"Animation, Drama, Family, Fantasy",Robert Zemeckis,Jim Carrey,regular
3021,1408,2007-06-22,6.697,4916,6.9722,104,25000000,133000000,en,"Horror, Mystery",Mikael Håfström,John Cusack,regular
631843,Old,2021-07-21,6.323,4909,6.5059,108,18000000,90146510,en,"Thriller, Mystery, Horror",M. Night Shyamalan,Gael García Bernal,regular
9679,Gone in Sixty Seconds,2000-06-09,6.47,4904,5.6954,118,90000000,237200000,en,"Action, Crime, Thriller",Dominic Sena,Nicolas Cage,regular
278154,Ice Age: Collision Course,2016-06-23,6.116,4893,19.0185,95,105000000,408579038,en,"Adventure, Animation, Family, Comedy, Science Fiction",Michael Thurmeier,Ray Romano,regular
7518,Over the Hedge,2006-05-17,6.598,4878,9.5587,83,80000000,343397247,en,"Adventure, Animation, Comedy, Family",Karey Kirkpatrick,Bruce Willis,regular
2978,Ghostbusters II,1989-06-16,6.6,4875,5.2848,108,37000000,215394738,en,"Comedy, Fantasy",Ivan Reitman,Bill Murray,regular
9358,Final Destination 2,2003-01-31,6.308,4868,6.6649,90,26000000,90941129,en,"Horror, Mystery",David R. Ellis,Ali Larter,regular
147441,Exodus: Gods and Kings,2014-12-03,5.884,4865,8.1392,150,140000000,268031828,en,"Adventure, Drama, Action",Ridley Scott,Christian Bale,regular
376570,Hush,2016-03-12,6.731,4861,4.5269,82,1000000,0,en,"Horror, Thriller",Mike Flanagan,John Gallagher Jr.,regular
11322,Public Enemies,2009-07-01,6.686,4861,4.7707,140,100000000,214104620,en,"Crime, History, Drama",Michael Mann,Johnny Depp,regular
2268,The Golden Compass,2007-12-04,6.086,4851,5.0388,113,180000000,372234864,en,"Adventure, Fantasy",Chris Weitz,Dakota Blue Richards,regular
526896,Morbius,2022-03-30,5.901,4847,6.4716,105,75000000,167635712,en,"Action, Science Fiction, Fantasy",Daniel Espinosa,Jared Leto,regular
1735,The Mummy: Tomb of the Dragon Emperor,2008-07-01,5.518,4839,7.7316,112,145000000,403449830,en,"Adventure, Action, Fantasy",Rob Cohen,Brendan Fraser,regular
134374,Pain & Gain,2013-04-18,6.292,4832,5.2117,130,25000000,87305549,en,"Comedy, Crime, Action",Michael Bay,Mark Wahlberg,regular
2787,Pitch Black,2000-02-18,6.868,4827,3.1902,108,23000000,53187659,en,"Thriller, Science Fiction, Action",David Twohy,Vin Diesel,regular
514999,Murder Mystery,2019-05-25,6.256,4816,3.7966,97,24000000,0,en,"Comedy, Mystery",Kyle Newacheck,Adam Sandler,regular
369885,Allied,2016-11-23,6.805,4815,4.8987,124,106000000,119520023,en,"Action, Drama, War, Romance, Thriller",Robert Zemeckis,Brad Pitt,regular
9637,Scooby-Doo,2002-06-14,6.1,4804,6.8039,87,84000000,275650703,en,"Mystery, Adventure, Comedy",Raja Gosnell,Freddie Prinze Jr.,regular
10947,High School Musical,2006-01-20,6.546,4799,3.6574,98,4200000,3746,en,"Comedy, Family, TV Movie, Music, Romance",Kenny Ortega,Zac Efron,regular
1577,Resident Evil: Apocalypse,2004-09-10,6.362,4785,4.5452,94,45000000,129342769,en,"Horror, Action, Science Fiction",Alexander Witt,Milla Jovovich,regular
4233,Scream 2,1997-12-12,6.52,4773,8.5629,120,24000000,172363301,en,"Horror, Mystery",Wes Craven,Neve Campbell,regular
9602,Coming to America,1988-06-29,6.883,4768,6.6954,117,30000000,288752301,en,"Comedy, Romance",John Landis,Eddie Murphy,regular
397243,The Autopsy of Jane Doe,2016-12-21,6.836,4762,10.5548,86,4000000,6170043,en,"Horror, Mystery",André Øvredal,Emile Hirsch,regular
8916,Antz,1998-10-02,6.189,4762,6.1452,83,60000000,171757863,en,"Animation, Comedy, Family",Eric Darnell,Woody Allen,regular
6477,Alvin and the Chipmunks,2007-12-13,5.84,4760,8.1672,92,60000000,361366633,en,"Comedy, Family, Fantasy, Animation",Tim Hill,Jason Lee,regular
133805,Carrie,2013-10-16,6.051,4744,3.8778,101,30000000,84790678,en,"Drama, Horror",Kimberly Peirce,Chloë Grace Moretz,regular
9522,Wedding Crashers,2005-07-13,6.503,4731,6.3296,119,40000000,288500000,en,"Comedy, Romance",David Dobkin,Owen Wilson,regular
