id,title,release_date,vote_average,vote_count,popularity,runtime,budget,revenue,original_language,genres,director,actor_principal,grupo
916740,Brazen,2022-01-13,4.814,411,2.0642,94,0,0,en,"Thriller, Mystery, Drama",Monika Mitchell,Alyssa Milano,mala
390989,Sharknado 4: The 4th Awakens,2016-07-31,4.51,408,1.6102,90,0,0,en,"Comedy, Science Fiction",Anthony C. Ferrante,Ian Ziering,mala
19766,Inspector Gadget 2,2003-03-11,4.189,408,1.5809,89,12000000,0,en,"Action, Adventure, Comedy, Family",Alex Zamm,French Stewart,mala
459616,The Brand New Adventures of Aladdin,2018-10-03,4.815,405,1.5662,98,18900000,19000000,fr,"Comedy, Fantasy, Adventure",Lionel Steketee,Kev Adams,mala
11246,Hellraiser: Hellseeker,2002-10-15,4.962,405,1.8235,89,3000000,0,en,"Horror, Thriller",Rick Bota,Dean Winters,mala
9536,Bio-Dome,1996-01-12,4.583,405,2.002,95,8500000,13400000,en,Comedy,Jason Bloom,Pauly Shore,mala
326425,Extraction,2015-12-18,4.543,405,2.0455,92,0,16775,en,"Action, Thriller",Steven C. Miller,Bruce Willis,mala
14456,Shrooms,2007-08-16,4.9,404,1.2955,84,0,4910682,en,"Horror, Mystery",Paddy Breathnach,Lindsey Haun,mala
5857,I Know Who Killed Me,2007-07-27,4.447,402,1.3151,106,12000000,9620399,en,"Thriller, Horror, Mystery",Chris Sivertson,Lindsay Lohan,mala
853588,Prey,2021-09-10,4.66,400,1.6884,87,0,0,de,Thriller,Thomas Sieben,David Kross,mala
17711,The Adventures of Rocky & Bullwinkle,2000-06-30,4.305,398,2.0846,92,76000000,35100000,en,"Adventure, Animation, Comedy, Family",Des McAnuff,June Foray,mala
10550,Ballistic: Ecks vs. Sever,2002-09-20,4.354,396,1.5818,91,70000000,19924033,en,"Action, Adventure, Thriller, Science Fiction",Wych Kaosayananda,Antonio Banderas,mala
2728,Postal,2007-10-18,4.639,396,2.631,100,15000000,146741,en,"Comedy, Action, Thriller",Uwe Boll,Zack Ward,mala
456048,The Humanity Bureau,2017-07-11,4.8,395,1.4433,94,6000000,17544173,en,"Science Fiction, Thriller",Rob W. King,Nicolas Cage,mala
10213,From Dusk Till Dawn 3: The Hangman's Daughter,2000-01-18,4.908,395,1.1821,94,5000000,9617,en,"Western, Horror, Thriller",P.J. Pesce,Marco Leonardi,mala
145221,Monsters: Dark Continent,2014-10-09,4.724,393,1.5335,119,0,306004,en,"Thriller, Drama, Science Fiction",Tom Green,Johnny Harris,mala
12699,Hellraiser: Hellworld,2005-09-06,4.654,389,2.211,95,5000000,0,en,"Horror, Thriller",Rick Bota,Katheryn Winnick,mala
250066,American Heist,2014-09-11,4.808,389,1.3599,94,10000000,0,en,Action,Sarik Andreasyan,Hayden Christensen,mala
2436,Double Dragon,1994-11-04,4.622,388,1.8762,96,3500000,2341309,en,"Action, Adventure, Comedy, Fantasy, Science Fiction",James Yukich,Mark Dacascos,mala
78049,The Scorpion King 3: Battle for Redemption,2012-01-17,4.6,382,2.4423,106,5000000,0,en,"Action, Adventure, Fantasy",Roel Reiné,Victor Webster,mala
803114,The Requin,2022-01-28,4.77,382,2.5189,89,8500000,130493,en,"Horror, Mystery, Thriller",Le Van Kiet,Alicia Silverstone,mala
17455,Hellraiser: Deader,2005-06-07,4.588,380,1.9577,89,4000000,0,en,"Horror, Thriller",Rick Bota,Kari Wührer,mala
529983,The Poison Rose,2019-05-23,4.735,375,2.0449,98,0,323754,en,"Thriller, Crime",George Gallo,John Travolta,mala
21943,I Want You,2007-03-09,4.849,374,0.4917,106,0,0,it,"Romance, Comedy",Luis Prieto,Riccardo Scamarcio,mala
14324,Virgin Territory,2007-12-17,4.965,373,9.4831,93,38000000,5410749,en,"Adventure, Action, Comedy, Romance",David Leland,Hayden Christensen,mala
14863,Anaconda 3: Offspring,2008-10-23,4.6,370,2.485,91,0,0,en,"Horror, Adventure, Thriller, TV Movie",Don E. FauntLeRoy,David Hasselhoff,mala
70584,Hellraiser: Revelations,2011-10-18,3.503,368,1.5544,75,350000,0,en,"Horror, Thriller",Víctor García,Steven Brand,mala
40016,Birdemic: Shock and Terror,2010-02-27,2.192,369,0.9547,93,10000,0,en,"Romance, Horror, Thriller",James Nguyen,Alan Bagh,mala
455551,The Recall,2017-06-02,4.653,367,2.3106,91,5000000,112357,en,"Science Fiction, Horror",Mauro Borrelli,Wesley Snipes,mala
10870,Lucky Luke and the Daltons,2004-11-08,3.6,367,1.7832,86,0,0,fr,"Comedy, Western, Adventure",Philippe Haïm,Éric Judor,mala
293572,The Houses October Built,2014-10-10,4.958,365,0.7962,91,0,0,en,"Horror, Thriller",Bobby Roe,Brandy Schaefer,mala
1114894,Star Trek: Section 31,2025-01-15,4.697,363,2.9228,96,0,0,en,"Science Fiction, Adventure, Action",Olatunde Osunsanmi,Michelle Yeoh,mala
276905,Norm of the North,2016-01-14,4.649,362,2.058,86,7000000,17062499,en,"Adventure, Animation, Comedy, Family",Trevor Wall,Rob Schneider,mala
13727,Disco,2008-04-02,4.4,357,0.7455,103,0,0,fr,"Music, Comedy",Fabien Onteniente,Franck Dubosc,mala
46429,Gallowwalkers,2012-10-27,4.668,355,1.3241,90,17000000,0,en,"Action, Horror, Western",Andrew Goth,Wesley Snipes,mala
316002,Accidental Love,2015-02-10,4.263,355,1.1237,101,26000000,24487,en,"Romance, Comedy",David O. Russell,Jessica Biel,mala
10763,Dr. T & the Women,2000-09-13,4.907,355,1.5864,122,23000000,22844291,en,"Comedy, Drama, Romance",Robert Altman,Richard Gere,mala
420707,Cage Dive,2017-08-11,4.593,353,1.9318,80,0,863413,en,"Horror, Thriller",Gerald Rascionato,Joel Hogan,mala
297596,Dying of the Light,2014-12-04,4.662,352,1.0047,94,15000000,0,en,"Thriller, Drama",Paul Schrader,Nicolas Cage,mala
802443,Deadly Illusions,2021-03-18,4.989,351,1.6324,114,0,0,en,"Thriller, Drama",Anna Elizabeth James,Kristin Davis,mala
438970,Sharknado 5: Global Swarming,2017-08-06,4.766,351,1.4017,89,3000000,0,en,"Action, Comedy, Horror, Science Fiction, TV Movie",Anthony C. Ferrante,Ian Ziering,mala
269173,The Anomaly,2014-06-19,4.96,350,1.4942,97,0,0,en,"Thriller, Action, Science Fiction",Noel Clarke,Noel Clarke,mala
5227,Hercules in New York,1970-02-23,4.12,349,1.8735,92,300000,0,en,"Comedy, Adventure, Fantasy",Arthur Allan Seidelman,Arnold Stang,mala
19543,Anacondas: Trail of Blood,2009-07-16,4.7,347,2.2302,89,0,0,en,"Adventure, Horror, Thriller, TV Movie",Don E. FauntLeRoy,Crystal Allen,mala
871964,Nobody Sleeps in the Woods Tonight 2,2021-10-27,4.588,345,1.6249,97,0,0,pl,"Horror, Thriller, Comedy",Bartosz M. Kowalski,Mateusz Więcławek,mala
15587,Safari,2009-04-01,4.617,345,0.565,102,0,0,fr,"Adventure, Comedy",Olivier Baroux,Kad Merad,mala
437375,Looking Glass,2018-02-16,4.777,338,1.972,103,0,80612,en,"Thriller, Mystery",Tim Hunter,Nicolas Cage,mala
13908,The Master of Disguise,2002-08-02,4.001,336,1.6202,80,16000000,43400000,en,"Comedy, Family, Fantasy, Adventure",Perry Andelin Blake,Dana Carvey,mala
509853,The Fanatic,2019-08-30,4.439,335,1.4237,89,18000000,3153,en,"Crime, Thriller",Fred Durst,John Travolta,mala
4226,Shriek If You Know What I Did Last Friday the Thirteenth,2000-10-17,4.684,335,1.3148,86,5000000,0,en,Comedy,John Blanchard,Tiffani-Amber Thiessen,mala
510452,All Inclusive,2019-02-13,3.9,333,0.7957,92,0,0,fr,Comedy,Fabien Onteniente,Franck Dubosc,mala
7290,2001: A Space Travesty,2000-10-31,4.313,332,1.5049,99,26000000,270813,en,"Comedy, Science Fiction, Action",Allan A. Goldstein,Leslie Nielsen,mala
7916,Far Cry,2008-10-02,3.702,329,1.715,95,30000000,743,en,"Action, Science Fiction, Thriller",Uwe Boll,Til Schweiger,mala
60556,Natale in Sudafrica,2010-12-20,4.4,326,0.5455,105,0,19640073,it,Comedy,Neri Parenti,Christian De Sica,mala
377587,Meet the Blacks,2016-04-01,4.721,323,1.3748,94,900000,9097072,en,Comedy,Deon Taylor,Mike Epps,mala
401546,The Dinner,2017-05-05,4.553,320,2.017,120,0,2500000,en,"Drama, Thriller, Mystery",Oren Moverman,Richard Gere,mala
103112,Olé,2006-12-15,4.134,318,0.4272,100,2200000,0,it,Comedy,Carlo Vanzina,Massimo Boldi,mala
94901,About Cherry,2012-02-14,4.597,318,3.0297,102,2500000,8315,en,Drama,Stephen Elliott,Ashley Hinshaw,mala
505914,A.I. Rising,2018-02-25,4.965,314,2.773,85,395168,0,en,"Science Fiction, Drama, Romance",Lazar Bodroža,Sebastian Cavazza,mala
33624,Double zéro,2004-06-16,4.841,312,0.7482,90,0,0,fr,"Adventure, Comedy",Gérard Pirès,Éric Judor,mala
26715,Bitch Slap,2009-05-16,4.762,311,2.5904,109,0,199436,en,"Drama, Action, Comedy, Thriller, Crime",Rick Jacobson,Julia Voth,mala
12779,Swept Away,2002-10-11,4.7,312,3.8336,89,10000000,598645,en,"Comedy, Romance",Guy Ritchie,Madonna,mala
31646,Piranha II: The Spawning,1982-07-13,4.297,310,1.6251,94,145786,0,en,Horror,James Cameron,Tricia O'Neil,mala
11511,Kazaam,1996-07-17,4.168,310,1.4647,94,20000000,18937262,en,"Fantasy, Comedy, Family",Paul Michael Glaser,Shaquille O'Neal,mala
10292,Urban Legends: Bloody Mary,2005-07-19,4.937,308,1.8772,93,3500000,0,en,"Horror, Mystery",Mary Lambert,Kate Mara,mala
372822,Vacanze ai Caraibi - Il film di Natale,2015-12-16,4.6,308,0.5118,97,0,0,it,Comedy,Neri Parenti,Christian De Sica,mala
86703,2-Headed Shark Attack,2012-06-26,4.279,307,2.1057,90,1000000,0,en,"Horror, Action, Science Fiction, Comedy",Christopher Ray,Carmen Electra,mala
9710,Allan Quatermain and the Lost City of Gold,1986-12-17,4.8,307,1.6499,99,0,3751285,en,"Adventure, Action, Comedy, Mystery",Gary Nelson,Richard Chamberlain,mala
103327,Ducoboo 2: Crazy Vacation,2012-04-24,4.669,304,0.3805,93,0,0,fr,"Comedy, Family",Philippe de Chauveron,Élie Semoun,mala
160070,Apartment 1303 3D,2012-12-06,3.619,303,1.013,101,5000000,3377891,en,Horror,Michael Taverna,Mischa Barton,mala
168615,Billy and Buddy,2013-02-27,4.5,302,0.5786,82,22160664,0,fr,"Comedy, Family",Alexandre Charlot,Franck Dubosc,mala
15212,Species: The Awakening,2007-10-17,4.626,302,2.5369,98,3800000,0,en,"Horror, Science Fiction, Thriller",Nick Lyon,Helena Mattsson,mala
33282,Natale a Beverly Hills,2009-12-18,4.8,301,0.4625,97,0,23324363,it,Comedy,Neri Parenti,Christian De Sica,mala
455957,Domino,2019-05-31,4.627,299,1.2803,89,7800000,439085,en,"Crime, Thriller",Brian De Palma,Nikolaj Coster-Waldau,mala
8997,Hollow Man II,2006-05-23,4.938,300,2.5228,91,0,0,en,"Horror, Thriller, Science Fiction",Claudio Fäh,Christian Slater,mala
774021,Demonic,2021-07-29,4.847,297,1.0939,104,0,68581,en,"Drama, Horror, Science Fiction",Neill Blomkamp,Carly Pope,mala
18498,Ghoulies,1985-01-18,4.9,298,0.9809,81,5500000,35000000,en,"Horror, Comedy",Luca Bercovici,Peter Liapis,mala
11508,Addams Family Reunion,1998-12-23,4.807,296,1.6281,86,0,0,en,"Comedy, Horror, Fantasy, Family, TV Movie",Dave Payne,Daryl Hannah,mala
85056,Vacanze di Natale a Cortina,2011-12-16,4.9,293,0.2275,108,0,0,it,Comedy,Neri Parenti,Christian De Sica,mala
345925,Rupture,2016-11-04,4.892,292,1.0567,102,0,0,en,"Thriller, Science Fiction",Steven Shainberg,Noomi Rapace,mala
11334,"S.P.Q.R.: 2,000 and a Half Years Ago",1994-12-15,4.871,291,0.5408,95,0,0,it,Comedy,Carlo Vanzina,Christian De Sica,mala
10350,Wing Commander,1999-03-11,4.825,288,1.5857,100,30000000,11578022,en,"Science Fiction, Action, Adventure",Christopher Roberts,Freddie Prinze Jr.,mala
257087,The Veil,2016-04-21,4.892,287,1.4704,93,4000000,0,en,Horror,Phil Joanou,Jessica Alba,mala
77496,Matrimonio alle Bahamas,2007-11-16,4.8,287,0.3389,92,0,9814000,it,Comedy,Claudio Risi,Massimo Boldi,mala
765869,Black Friday,2021-11-19,4.949,285,1.4754,84,0,0,en,"Horror, Comedy, Science Fiction",Casey Tebo,Devon Sawa,mala
448916,2036 Origin Unknown,2018-06-08,4.706,286,1.2824,94,0,0,en,"Science Fiction, Thriller, Mystery",Hasraf Dulull,Katee Sackhoff,mala
8854,Steel,1997-08-15,4.3,285,1.7622,97,16000000,1686429,en,"Science Fiction, Action, Crime, Fantasy",Kenneth Johnson,Shaquille O'Neal,mala
422615,The Clapper,2018-01-26,4.9,284,1.0609,89,0,0,en,Comedy,Dito Montiel,Ed Helms,mala
59722,2012: Ice Age,2011-06-27,4.435,285,1.1127,91,250000,0,en,"Action, Adventure, Science Fiction",Travis Fort,Patrick Labyorteaux,mala
18477,The Hills Have Eyes Part 2,1985-08-02,4.3,284,1.2374,90,700000,0,en,Horror,Wes Craven,Michael Berryman,mala
411135,Future World,2018-05-25,4.293,283,1.6351,88,0,0,en,Science Fiction,Bruce Thierry Cheung,James Franco,mala
109729,The Canyons,2013-08-02,4.422,282,1.4604,99,250000,270185,en,"Thriller, Drama",Paul Schrader,Nolan Gerard Funk,mala
423988,Kill Switch,2017-06-01,4.899,281,1.5613,91,1000000,0,en,"Science Fiction, Action, Thriller",Tim Smit,Dan Stevens,mala
240483,Robot Overlords,2015-01-29,4.833,279,1.4646,90,21000000,0,en,"Science Fiction, Adventure, Action",Jon Wright,Ben Kingsley,mala
25748,Children of the Corn II: The Final Sacrifice,1992-01-29,4.786,280,1.3327,92,900000,6980986,en,Horror,David Price,Terence Knox,mala
12634,The Big Bounce,2004-01-30,4.973,279,1.7107,88,50000000,6808550,en,"Comedy, Crime",George Armitage,Owen Wilson,mala
35885,Amore 14,2009-10-30,3.751,277,0.3775,100,0,0,it,"Comedy, Romance",Federico Moccia,Veronica Olivier,mala
20196,Mac and Me,1988-08-12,4.453,276,1.8893,99,0,5935269,en,"Family, Fantasy, Science Fiction, Adventure",Stewart Raffill,Christine Ebersole,mala
12485,Candyman: Day of the Dead,1999-07-09,4.587,276,1.0135,93,0,0,en,"Horror, Thriller",Turi Meyer,Tony Todd,mala
192712,Kite,2014-06-13,4.337,273,1.5646,90,0,0,en,"Drama, Action",Ralph Ziman,Samuel L. Jackson,mala
13559,The Mangler,1995-03-03,4.9,274,2.617,106,0,1781383,en,"Horror, Thriller",Tobe Hooper,Ted Levine,mala
523849,The Last Sharknado: It's About Time,2018-08-19,4.427,273,1.7597,86,3000000,0,en,"Action, Comedy, Horror, Science Fiction, TV Movie",Anthony C. Ferrante,Ian Ziering,mala
17911,Mega Shark vs. Giant Octopus,2009-05-19,3.83,273,0.866,90,1000000,722,en,"Horror, Science Fiction",Jack Perez,Lorenzo Lamas,mala
605373,The Influence,2019-06-21,4.855,272,0.6858,99,4500000,0,es,Horror,Denis Rovira van Boekholt,Manuela Vellés,mala
595149,Death of Me,2020-10-02,4.954,271,1.0853,95,0,41848,en,"Horror, Mystery",Darren Lynn Bousman,Maggie Q,mala
126172,Leprechaun: Origins,2014-08-22,4.374,270,1.4748,90,0,0,en,Horror,Zach Lipovsky,Stephanie Bennett,mala
366566,The Roommates Party,2015-12-23,4.9,269,0.4636,102,0,7862364,fr,Comedy,Alexandra Leclère,Karin Viard,mala
48916,Iznogoud,2005-01-19,3.983,268,0.5607,95,30456177,0,fr,Comedy,Patrick Braoudé,Michaël Youn,mala
298583,All Roads Lead to Rome,2016-01-14,4.981,267,1.2892,90,0,0,en,"Comedy, Romance",Ella Lemhagen,Sarah Jessica Parker,mala
18011,Leprechaun in the Hood,2000-03-28,4.882,267,2.1557,90,0,0,en,"Horror, Comedy",Rob Spera,Warwick Davis,mala
308638,The D Train,2015-05-08,4.889,265,1.5733,101,447524,771317,en,"Comedy, Drama",Jarrad Paul,Jack Black,mala
19287,Leprechaun 4: In Space,1997-02-25,4.6,265,2.058,95,1600000,0,en,"Horror, Comedy, Science Fiction",Brian Trenchard-Smith,Warwick Davis,mala
686245,Survive the Night,2020-07-03,4.8,264,1.4504,89,0,0,en,"Action, Thriller",Matt Eskandari,Chad Michael Murray,mala
431259,Escape Room,2017-08-31,4.846,263,1.3663,86,0,0,en,"Horror, Thriller, Fantasy",Peter Dukes,Skeet Ulrich,mala
254188,At the Devil's Door,2014-03-09,4.752,262,0.615,91,0,0,en,Horror,Nicholas McCarthy,Ashley Rickards,mala
26629,RTT,2009-12-09,4.894,263,0.5261,88,0,0,fr,Comedy,Frédéric Berthe,Kad Merad,mala
19595,Shark Bait,2006-07-07,4.947,264,3.4942,77,0,0,en,"Animation, Family",Howard E. Baker,Freddie Prinze Jr.,mala
17456,BloodRayne II: Deliverance,2007-09-18,4.01,262,1.3294,99,10000000,167445,en,"Horror, Western, Fantasy",Uwe Boll,Natassia Malthe,mala
369560,Drunk Parents,2019-02-08,4.534,261,1.711,97,0,0,en,Comedy,Fred Wolf,Alec Baldwin,mala
51248,11-11-11,2011-11-11,4.492,262,0.9783,97,0,6963872,en,"Horror, Thriller",Darren Lynn Bousman,Timothy Gibbs,mala
41556,The Romantics,2010-09-10,4.92,261,1.2812,97,4500000,123820,en,"Drama, Romance",Galt Niederhoffer,Katie Holmes,mala
15809,Green Street Hooligans 2,2009-03-23,4.944,261,1.1513,94,8000000,0,en,"Crime, Drama",Jesse V. Johnson,Ross McCall,mala
503346,Occupation,2018-07-12,4.792,259,2.2545,119,6000000,21704,en,"Action, Science Fiction, Drama",Luke Sparke,Dan Ewing,mala
339116,Maximum Ride,2016-09-30,4.924,258,1.0876,88,0,4218,en,"Action, Adventure, Comedy, Fantasy, Science Fiction, Thriller",Jay Martin,Allie Marie Evans,mala
17038,Lake Placid 2,2007-04-28,4.8,257,1.7318,88,2500000,0,en,"Horror, Science Fiction",David Flores,John Schneider,mala
398177,Just Getting Started,2017-12-01,4.924,255,1.3336,91,22000000,6069605,en,"Action, Comedy",Ron Shelton,Morgan Freeman,mala
17436,The Informers,2008-11-05,4.765,255,2.8196,98,18000000,382174,en,"Drama, Crime, Thriller",Gregor Jordan,Billy Bob Thornton,mala
16456,The Crow: Wicked Prayer,2005-05-04,3.798,255,1.4395,99,8000000,0,en,"Action, Horror, Fantasy",Lance Mungia,Edward Furlong,mala
5460,Cruel Intentions 3,2004-08-10,4.8,255,2.3622,85,0,0,en,Drama,Scott Ziehl,Kerr Smith,mala
816977,They/Them,2022-07-24,4.742,254,2.1651,104,0,0,en,"Horror, Mystery",John Logan,Theo Germaine,mala
383121,Kindergarten Cop 2,2016-05-18,4.902,254,1.3099,100,0,0,en,Comedy,Don Michael Paul,Dolph Lundgren,mala
328901,The Benefactor,2015-12-23,4.8,254,1.3074,90,0,2159380,en,Drama,Andrew Renzi,Richard Gere,mala
1386877,I Am the End of the World,2025-01-09,4.941,253,0.4552,90,0,10164861,it,Comedy,Gennaro Nunziante,Angelo Duro,mala
512412,Backtrace,2018-12-14,4.974,253,2.1225,92,0,0,en,"Crime, Action, Adventure, Thriller",Brian A. Miller,Ryan Guzman,mala
310127,Ma tu di che segno 6?,2014-12-11,4.8,253,0.4434,99,0,4562701,it,Comedy,Neri Parenti,Massimo Boldi,mala
27214,Amityville 3-D,1983-11-18,4.611,253,1.5248,93,6000000,6333135,en,Horror,Richard Fleischer,Tony Roberts,mala
141581,Nous York,2012-11-06,4.743,251,0.9262,98,5900000,5189055,fr,"Adventure, Comedy, Drama, Romance",Géraldine Nakache,Leïla Bekhti,mala
76994,Box Office 3D: The Filmest of Films,2011-09-09,2.9,251,0.51,102,5000000,2777000,it,Comedy,Ezio Greggio,Ezio Greggio,mala
43561,Christmas in Love,2004-12-17,4.7,251,0.5336,118,0,0,it,"Comedy, Romance",Neri Parenti,Christian De Sica,mala
5470,Beowulf,1999-03-31,4.4,251,1.3078,93,20000000,1531251,en,"Adventure, Fantasy, Action, Horror",Graham Baker,Christopher Lambert,mala
244514,Colpi di fortuna,2013-12-21,4.7,250,0.4897,100,0,0,it,Comedy,Neri Parenti,Luca Bizzarri,mala
84178,Black Rock,2012-01-21,4.843,251,1.2751,79,0,0,en,"Thriller, Horror",Katie Aselton,Katie Aselton,mala
44678,Altitude,2010-10-10,4.687,251,1.0444,90,0,0,en,"Horror, Mystery, Thriller",Kaare Andrews,Jessica Lowndes,mala
14220,Strange Wilderness,2008-02-01,4.884,250,1.2938,85,20000000,7000000,en,"Comedy, Adventure",Fred Wolf,Steve Zahn,mala
469052,Gaston Lagaffe,2018-04-04,4.873,249,0.7394,82,0,0,fr,Comedy,Pierre-François Martin-Laval,Théo Fernandez,mala
449684,Girls with Balls,2019-07-26,4.167,248,0.9361,77,0,0,fr,"Horror, Comedy",Olivier Afonso,Artus,mala
408238,The New Adventures of Cinderella,2017-10-18,4.847,248,0.6496,90,0,0,fr,Comedy,Lionel Steketee,Marilou Berry,mala
369779,La Tour 2 contrôle infernale,2016-02-10,4.107,247,0.5005,88,0,0,fr,Comedy,Éric Judor,Éric Judor,mala
46828,Son of the Pink Panther,1993-08-27,4.611,248,1.3484,93,25000000,2438031,en,"Comedy, Crime",Blake Edwards,Roberto Benigni,mala
35831,"Belphegor, Phantom of the Louvre",2001-04-03,4.6,246,1.0432,97,0,0,fr,"Fantasy, Mystery, Horror",Jean-Paul Salomé,Sophie Marceau,mala
12685,BloodRayne: The Third Reich,2010-06-10,3.8,246,1.0913,79,10000000,0,en,"Action, Adventure, Fantasy, Horror",Uwe Boll,Natassia Malthe,mala
10046,Renegade,2004-02-09,4.843,245,1.6593,124,53000000,0,en,Western,Jan Kounen,Vincent Cassel,mala
659699,Delete History,2020-08-26,5.0,243,0.5662,110,0,0,fr,Comedy,Benoît Delépine,Blanche Gardin,mala
135812,Dracula 3D,2012-11-09,3.537,242,1.1245,110,7700000,0,en,Horror,Dario Argento,Thomas Kretschmann,mala
253312,Space Station 76,2014-09-19,4.846,241,2.0385,94,0,0,en,"Drama, Comedy, Science Fiction",Jack Plotnick,Matt Bomer,mala
158752,Escape from Tomorrow,2013-10-11,4.822,242,0.4904,90,650000,171962,en,"Horror, Fantasy, Comedy, Drama, Science Fiction, Thriller",Randy Moore,Roy Abramsohn,mala
152100,The 2 Usual Idiots,2012-12-20,4.5,242,0.3168,98,0,0,it,Comedy,Enrico Lando,Francesco Mandelli,mala
53700,A Summer In The Caribbean,2009-06-12,4.674,242,0.4385,110,0,5311857,it,Comedy,Carlo Vanzina,Enrico Brignano,mala
70338,"A Fairly Odd Movie: Grow Up, Timmy Turner!",2011-07-09,4.826,241,1.6035,57,0,0,en,"Family, Fantasy, TV Movie, Comedy, Romance",Savage Steve Holland,Drake Bell,mala
425700,Un Natale al Sud,2016-12-01,4.7,240,0.3488,90,0,2900000,it,Comedy,Federico Marsicano,Massimo Boldi,mala
363111,Wolves at the Door,2016-10-21,4.887,238,1.407,73,0,4382,en,"Horror, Thriller",John R. Leonetti,Katie Cassidy,mala
48805,L'allenatore nel pallone 2,2008-01-11,4.5,238,0.6282,108,0,10743767,it,Comedy,Sergio Martino,Lino Banfi,mala
59963,Dark Tide,2012-03-28,4.73,237,3.1901,113,25000000,432274,en,"Thriller, Adventure, Drama",John Stockwell,Halle Berry,mala
15483,The Card Player,2004-01-02,4.397,237,0.9725,103,2600000,3368452,it,"Thriller, Mystery, Crime, Horror",Dario Argento,Stefania Rocca,mala
13360,Highlander: The Source,2007-02-06,4.038,236,1.2804,86,13000000,213205,en,"Action, Fantasy, Adventure, TV Movie",Brett Leonard,Adrian Paul,mala
353433,Urge,2016-02-14,4.34,235,1.1701,91,0,0,en,"Mystery, Thriller",Aaron Kaufman,Pierce Brosnan,mala
